date,hour,cnt
2012-03-17,19,417
2012-03-17,20,271
2012-03-17,21,223
2012-03-17,22,211
2012-03-17,23,185
2012-03-18,0,107
2012-03-18,1,113
2012-03-18,2,56
2012-03-18,3,18
2012-03-18,4,14
2012-03-18,5,6
2012-03-18,6,11
2012-03-18,7,42
2012-03-18,8,96
2012-03-18,9,178
2012-03-18,10,351
2012-03-18,11,368
2012-03-18,12,503
2012-03-18,13,544
2012-03-18,14,521
2012-03-18,15,554
2012-03-18,16,541
2012-03-18,17,541
2012-03-18,18,459
2012-03-18,19,352
2012-03-18,20,198
2012-03-18,21,173
2012-03-18,22,100
2012-03-18,23,46
2012-03-19,0,23
2012-03-19,1,15
2012-03-19,2,8
2012-03-19,3,2
2012-03-19,4,3
2012-03-19,5,31
2012-03-19,6,120
2012-03-19,7,354
2012-03-19,8,579
2012-03-19,9,331
2012-03-19,10,184
2012-03-19,11,201
2012-03-19,12,282
2012-03-19,13,263
2012-03-19,14,260
2012-03-19,15,286
2012-03-19,16,385
2012-03-19,17,721
2012-03-19,18,801
2012-03-19,19,549
2012-03-19,20,330
2012-03-19,21,223
2012-03-19,22,148
2012-03-19,23,54
2012-03-20,0,29
2012-03-20,1,15
2012-03-20,2,10
2012-03-20,3,3
2012-03-20,4,6
2012-03-20,5,20
2012-03-20,6,100
2012-03-20,7,170
2012-03-20,8,516
2012-03-20,9,325
2012-03-20,10,163
2012-03-20,11,230
2012-03-20,12,261
2012-03-20,13,284
2012-03-20,14,248
2012-03-20,15,244
2012-03-20,16,431
2012-03-20,17,750
2012-03-20,18,801
2012-03-20,19,555
2012-03-20,20,377
2012-03-20,21,277
2012-03-20,22,188
2012-03-20,23,90
2012-03-21,0,33
2012-03-21,1,26
2012-03-21,2,10
2012-03-21,3,8
2012-03-21,4,4
2012-03-21,5,39
2012-03-21,6,149
2012-03-21,7,372
2012-03-21,8,535
2012-03-21,9,293
2012-03-21,10,154
2012-03-21,11,192
2012-03-21,12,229
2012-03-21,13,303
2012-03-21,14,225
2012-03-21,15,243
2012-03-21,16,378
2012-03-21,17,729
2012-03-21,18,779
2012-03-21,19,582
2012-03-21,20,374
2012-03-21,21,251
2012-03-21,22,197
2012-03-21,23,125
2012-03-22,0,41
2012-03-22,1,30
2012-03-22,2,6
2012-03-22,3,7
2012-03-22,4,6
2012-03-22,5,34
2012-03-22,6,136
2012-03-22,7,361
2012-03-22,8,649
2012-03-22,9,318
2012-03-22,10,142
2012-03-22,11,219
2012-03-22,12,272
2012-03-22,13,298
2012-03-22,14,257
2012-03-22,15,304
2012-03-22,16,425
2012-03-22,17,810
2012-03-22,18,801
2012-03-22,19,586
2012-03-22,20,424
2012-03-22,21,374
2012-03-22,22,220
2012-03-22,23,151
2012-03-23,0,95
2012-03-23,1,50
2012-03-23,2,32
2012-03-23,3,10
2012-03-23,4,3
2012-03-23,5,34
2012-03-23,6,116
2012-03-23,7,346
2012-03-23,8,662
2012-03-23,9,380
2012-03-23,10,275
2012-03-23,11,318
2012-03-23,12,471
2012-03-23,13,428
2012-03-23,14,432
2012-03-23,15,472
2012-03-23,16,589
2012-03-23,17,957
2012-03-23,18,830
2012-03-23,19,686
2012-03-23,20,445
2012-03-23,21,284
2012-03-23,22,271
2012-03-23,23,176
2012-03-24,0,156
2012-03-24,1,128
2012-03-24,2,69
2012-03-24,3,32
2012-03-24,4,7
2012-03-24,5,4
2012-03-24,6,28
2012-03-24,7,70
2012-03-24,8,154
2012-03-24,9,249
2012-03-24,10,345
2012-03-24,11,273
2012-03-24,12,183
2012-03-24,13,196
2012-03-24,14,223
2012-03-24,15,290
2012-03-24,16,177
2012-03-24,17,115
2012-03-24,18,137
2012-03-24,19,133
2012-03-24,20,111
2012-03-24,21,104
2012-03-24,22,83
2012-03-24,23,105
2012-03-25,0,80
2012-03-25,1,89
2012-03-25,2,35
2012-03-25,3,18
2012-03-25,4,8
2012-03-25,5,6
2012-03-25,6,18
2012-03-25,7,39
2012-03-25,8,89
2012-03-25,9,118
2012-03-25,10,250
2012-03-25,11,323
2012-03-25,12,360
2012-03-25,13,367
2012-03-25,14,414
2012-03-25,15,421
2012-03-25,16,492
2012-03-25,17,419
2012-03-25,18,491
2012-03-25,19,375
2012-03-25,20,259
2012-03-25,21,149
2012-03-25,22,111
2012-03-25,23,65
2012-03-26,0,33
2012-03-26,1,28
2012-03-26,2,20
2012-03-26,3,1
2012-03-26,4,4
2012-03-26,5,36
2012-03-26,6,117
2012-03-26,7,370
2012-03-26,8,657
2012-03-26,9,282
2012-03-26,10,153
2012-03-26,11,178
2012-03-26,12,279
2012-03-26,13,301
2012-03-26,14,217
2012-03-26,15,223
2012-03-26,16,305
2012-03-26,17,664
2012-03-26,18,684
2012-03-26,19,458
2012-03-26,20,221
2012-03-26,21,186
2012-03-26,22,93
2012-03-26,23,48
2012-03-27,0,10
2012-03-27,1,5
2012-03-27,2,7
2012-03-27,3,4
2012-03-27,4,3
2012-03-27,5,17
2012-03-27,6,101
2012-03-27,7,286
2012-03-27,8,581
2012-03-27,9,267
2012-03-27,10,138
2012-03-27,11,175
2012-03-27,12,220
2012-03-27,13,211
2012-03-27,14,184
2012-03-27,15,200
2012-03-27,16,305
2012-03-27,17,614
2012-03-27,18,644
2012-03-27,19,417
2012-03-27,20,294
2012-03-27,21,221
2012-03-27,22,134
2012-03-27,23,64
2012-03-28,0,30
2012-03-28,1,8
2012-03-28,2,3
2012-03-28,3,5
2012-03-28,4,1
2012-03-28,5,40
2012-03-28,6,115
2012-03-28,7,358
2012-03-28,8,658
2012-03-28,9,314
2012-03-28,10,173
2012-03-28,11,222
2012-03-28,12,268
2012-03-28,13,273
2012-03-28,14,221
2012-03-28,15,199
2012-03-28,16,221
2012-03-28,17,604
2012-03-28,18,641
2012-03-28,19,456
2012-03-28,20,362
2012-03-28,21,261
2012-03-28,22,172
2012-03-28,23,93
2012-03-29,0,48
2012-03-29,1,33
2012-03-29,2,6
2012-03-29,3,5
2012-03-29,4,9
2012-03-29,5,32
2012-03-29,6,117
2012-03-29,7,367
2012-03-29,8,654
2012-03-29,9,321
2012-03-29,10,166
2012-03-29,11,220
2012-03-29,12,292
2012-03-29,13,273
2012-03-29,14,238
2012-03-29,15,307
2012-03-29,16,388
2012-03-29,17,703
2012-03-29,18,681
2012-03-29,19,468
2012-03-29,20,335
2012-03-29,21,224
2012-03-29,22,152
2012-03-29,23,94
2012-03-30,0,59
2012-03-30,1,27
2012-03-30,2,7
2012-03-30,3,7
2012-03-30,4,2
2012-03-30,5,26
2012-03-30,6,86
2012-03-30,7,289
2012-03-30,8,593
2012-03-30,9,321
2012-03-30,10,187
2012-03-30,11,201
2012-03-30,12,270
2012-03-30,13,242
2012-03-30,14,229
2012-03-30,15,280
2012-03-30,16,367
2012-03-30,17,606
2012-03-30,18,560
2012-03-30,19,395
2012-03-30,20,209
2012-03-30,21,220
2012-03-30,22,153
2012-03-30,23,123
2012-03-31,0,92
2012-03-31,1,82
2012-03-31,2,69
2012-03-31,3,31
2012-03-31,4,8
2012-03-31,5,5
2012-03-31,6,23
2012-03-31,7,44
2012-03-31,8,145
2012-03-31,9,223
2012-03-31,10,313
2012-03-31,11,463
2012-03-31,12,621
2012-03-31,13,638
2012-03-31,14,551
2012-03-31,15,605
2012-03-31,16,535
2012-03-31,17,543
2012-03-31,18,341
2012-03-31,19,284
2012-03-31,20,208
2012-03-31,21,143
2012-03-31,22,156
2012-03-31,23,112
2012-04-01,0,67
2012-04-01,1,62
2012-04-01,2,81
2012-04-01,3,25
2012-04-01,4,12
2012-04-01,5,18
2012-04-01,6,97
2012-04-01,7,84
2012-04-01,8,125
2012-04-01,9,275
2012-04-01,10,360
2012-04-01,11,451
2012-04-01,12,445
2012-04-01,13,464
2012-04-01,14,561
2012-04-01,15,573
2012-04-01,16,511
2012-04-01,17,555
2012-04-01,18,432
2012-04-01,19,346
2012-04-01,20,232
2012-04-01,21,134
2012-04-01,22,68
2012-04-01,23,63
2012-04-02,0,17
2012-04-02,1,5
2012-04-02,2,5
2012-04-02,3,0
2012-04-02,4,4
2012-04-02,5,24
2012-04-02,6,110
2012-04-02,7,306
2012-04-02,8,589
2012-04-02,9,317
2012-04-02,10,204
2012-04-02,11,209
2012-04-02,12,281
2012-04-02,13,281
2012-04-02,14,268
2012-04-02,15,324
2012-04-02,16,395
2012-04-02,17,729
2012-04-02,18,618
2012-04-02,19,494
2012-04-02,20,329
2012-04-02,21,238
2012-04-02,22,123
2012-04-02,23,66
2012-04-03,0,33
2012-04-03,1,11
2012-04-03,2,5
2012-04-03,3,3
2012-04-03,4,1
2012-04-03,5,27
2012-04-03,6,100
2012-04-03,7,341
2012-04-03,8,604
2012-04-03,9,408
2012-04-03,10,219
2012-04-03,11,258
2012-04-03,12,331
2012-04-03,13,345
2012-04-03,14,311
2012-04-03,15,316
2012-04-03,16,485
2012-04-03,17,757
2012-04-03,18,800
2012-04-03,19,558
2012-04-03,20,379
2012-04-03,21,243
2012-04-03,22,158
2012-04-03,23,79
2012-04-04,0,41
2012-04-04,1,11
2012-04-04,2,5
2012-04-04,3,3
2012-04-04,4,1
2012-04-04,5,27
2012-04-04,6,126
2012-04-04,7,366
2012-04-04,8,684
2012-04-04,9,363
2012-04-04,10,167
2012-04-04,11,213
2012-04-04,12,283
2012-04-04,13,251
2012-04-04,14,258
2012-04-04,15,268
2012-04-04,16,390
2012-04-04,17,744
2012-04-04,18,759
2012-04-04,19,494
2012-04-04,20,372
2012-04-04,21,298
2012-04-04,22,181
2012-04-04,23,131
2012-04-05,0,45
2012-04-05,1,13
2012-04-05,2,18
2012-04-05,3,5
2012-04-05,4,1
2012-04-05,5,29
2012-04-05,6,126
2012-04-05,7,354
2012-04-05,8,638
2012-04-05,9,351
2012-04-05,10,246
2012-04-05,11,268
2012-04-05,12,276
2012-04-05,13,291
2012-04-05,14,287
2012-04-05,15,269
2012-04-05,16,402
2012-04-05,17,822
2012-04-05,18,698
2012-04-05,19,487
2012-04-05,20,312
2012-04-05,21,234
2012-04-05,22,149
2012-04-05,23,136
2012-04-06,0,61
2012-04-06,1,38
2012-04-06,2,11
2012-04-06,3,8
2012-04-06,4,5
2012-04-06,5,23
2012-04-06,6,80
2012-04-06,7,246
2012-04-06,8,508
2012-04-06,9,376
2012-04-06,10,238
2012-04-06,11,291
2012-04-06,12,337
2012-04-06,13,411
2012-04-06,14,490
2012-04-06,15,537
2012-04-06,16,536
2012-04-06,17,655
2012-04-06,18,484
2012-04-06,19,412
2012-04-06,20,252
2012-04-06,21,190
2012-04-06,22,158
2012-04-06,23,113
2012-04-07,0,94
2012-04-07,1,69
2012-04-07,2,36
2012-04-07,3,28
2012-04-07,4,7
2012-04-07,5,2
2012-04-07,6,19
2012-04-07,7,54
2012-04-07,8,123
2012-04-07,9,276
2012-04-07,10,363
2012-04-07,11,495
2012-04-07,12,590
2012-04-07,13,643
2012-04-07,14,578
2012-04-07,15,626
2012-04-07,16,615
2012-04-07,17,567
2012-04-07,18,517
2012-04-07,19,413
2012-04-07,20,208
2012-04-07,21,234
2012-04-07,22,182
2012-04-07,23,118
2012-04-08,0,85
2012-04-08,1,64
2012-04-08,2,32
2012-04-08,3,26
2012-04-08,4,7
2012-04-08,5,12
2012-04-08,6,28
2012-04-08,7,37
2012-04-08,8,84
2012-04-08,9,179
2012-04-08,10,299
2012-04-08,11,404
2012-04-08,12,457
2012-04-08,13,483
2012-04-08,14,503
2012-04-08,15,486
2012-04-08,16,476
2012-04-08,17,411
2012-04-08,18,310
2012-04-08,19,276
2012-04-08,20,211
2012-04-08,21,130
2012-04-08,22,118
2012-04-08,23,51
2012-04-09,0,37
2012-04-09,1,16
2012-04-09,2,6
2012-04-09,3,3
2012-04-09,4,5
2012-04-09,5,32
2012-04-09,6,111
2012-04-09,7,331
2012-04-09,8,617
2012-04-09,9,286
2012-04-09,10,178
2012-04-09,11,223
2012-04-09,12,280
2012-04-09,13,281
2012-04-09,14,218
2012-04-09,15,255
2012-04-09,16,391
2012-04-09,17,632
2012-04-09,18,646
2012-04-09,19,421
2012-04-09,20,276
2012-04-09,21,165
2012-04-09,22,108
2012-04-09,23,67
2012-04-10,0,26
2012-04-10,1,9
2012-04-10,2,2
2012-04-10,3,2
2012-04-10,4,2
2012-04-10,5,24
2012-04-10,6,103
2012-04-10,7,384
2012-04-10,8,692
2012-04-10,9,319
2012-04-10,10,181
2012-04-10,11,239
2012-04-10,12,259
2012-04-10,13,283
2012-04-10,14,224
2012-04-10,15,203
2012-04-10,16,362
2012-04-10,17,744
2012-04-10,18,704
2012-04-10,19,479
2012-04-10,20,282
2012-04-10,21,206
2012-04-10,22,127
2012-04-10,23,62
2012-04-11,0,30
2012-04-11,1,12
2012-04-11,2,2
2012-04-11,3,2
2012-04-11,4,0
2012-04-11,5,27
2012-04-11,6,106
2012-04-11,7,321
2012-04-11,8,595
2012-04-11,9,302
2012-04-11,10,153
2012-04-11,11,180
2012-04-11,12,182
2012-04-11,13,163
2012-04-11,14,135
2012-04-11,15,202
2012-04-11,16,307
2012-04-11,17,579
2012-04-11,18,585
2012-04-11,19,384
2012-04-11,20,235
2012-04-11,21,165
2012-04-11,22,134
2012-04-11,23,61
2012-04-12,0,23
2012-04-12,1,9
2012-04-12,2,4
2012-04-12,3,5
2012-04-12,4,1
2012-04-12,5,21
2012-04-12,6,96
2012-04-12,7,306
2012-04-12,8,624
2012-04-12,9,287
2012-04-12,10,141
2012-04-12,11,224
2012-04-12,12,259
2012-04-12,13,203
2012-04-12,14,224
2012-04-12,15,211
2012-04-12,16,353
2012-04-12,17,656
2012-04-12,18,610
2012-04-12,19,433
2012-04-12,20,280
2012-04-12,21,187
2012-04-12,22,158
2012-04-12,23,94
2012-04-13,0,55
2012-04-13,1,30
2012-04-13,2,11
2012-04-13,3,11
2012-04-13,4,5
2012-04-13,5,21
2012-04-13,6,84
2012-04-13,7,296
2012-04-13,8,563
2012-04-13,9,330
2012-04-13,10,192
2012-04-13,11,233
2012-04-13,12,322
2012-04-13,13,358
2012-04-13,14,348
2012-04-13,15,352
2012-04-13,16,463
2012-04-13,17,738
2012-04-13,18,671
2012-04-13,19,427
2012-04-13,20,286
2012-04-13,21,189
2012-04-13,22,215
2012-04-13,23,198
2012-04-14,0,96
2012-04-14,1,70
2012-04-14,2,56
2012-04-14,3,32
2012-04-14,4,14
2012-04-14,5,7
2012-04-14,6,21
2012-04-14,7,64
2012-04-14,8,160
2012-04-14,9,265
2012-04-14,10,406
2012-04-14,11,564
2012-04-14,12,678
2012-04-14,13,678
2012-04-14,14,660
2012-04-14,15,658
2012-04-14,16,582
2012-04-14,17,560
2012-04-14,18,481
2012-04-14,19,459
2012-04-14,20,321
2012-04-14,21,220
2012-04-14,22,212
2012-04-14,23,196
2012-04-15,0,124
2012-04-15,1,106
2012-04-15,2,74
2012-04-15,3,45
2012-04-15,4,12
2012-04-15,5,10
2012-04-15,6,16
2012-04-15,7,46
2012-04-15,8,97
2012-04-15,9,251
2012-04-15,10,421
2012-04-15,11,528
2012-04-15,12,635
2012-04-15,13,681
2012-04-15,14,628
2012-04-15,15,617
2012-04-15,16,616
2012-04-15,17,623
2012-04-15,18,479
2012-04-15,19,379
2012-04-15,20,291
2012-04-15,21,229
2012-04-15,22,134
2012-04-15,23,90
2012-04-16,0,41
2012-04-16,1,28
2012-04-16,2,14
2012-04-16,3,8
2012-04-16,4,6
2012-04-16,5,38
2012-04-16,6,133
2012-04-16,7,387
2012-04-16,8,597
2012-04-16,9,297
2012-04-16,10,224
2012-04-16,11,251
2012-04-16,12,271
2012-04-16,13,263
2012-04-16,14,288
2012-04-16,15,275
2012-04-16,16,358
2012-04-16,17,712
2012-04-16,18,676
2012-04-16,19,522
2012-04-16,20,375
2012-04-16,21,271
2012-04-16,22,214
2012-04-16,23,121
2012-04-17,0,43
2012-04-17,1,11
2012-04-17,2,4
2012-04-17,3,6
2012-04-17,4,9
2012-04-17,5,30
2012-04-17,6,144
2012-04-17,7,461
2012-04-17,8,673
2012-04-17,9,400
2012-04-17,10,217
2012-04-17,11,239
2012-04-17,12,244
2012-04-17,13,239
2012-04-17,14,257
2012-04-17,15,308
2012-04-17,16,370
2012-04-17,17,781
2012-04-17,18,775
2012-04-17,19,537
2012-04-17,20,402
2012-04-17,21,297
2012-04-17,22,162
2012-04-17,23,82
2012-04-18,0,38
2012-04-18,1,14
2012-04-18,2,9
2012-04-18,3,6
2012-04-18,4,7
2012-04-18,5,34
2012-04-18,6,134
2012-04-18,7,418
2012-04-18,8,576
2012-04-18,9,265
2012-04-18,10,147
2012-04-18,11,119
2012-04-18,12,110
2012-04-18,13,64
2012-04-18,14,51
2012-04-18,15,98
2012-04-18,16,235
2012-04-18,17,488
2012-04-18,18,505
2012-04-18,19,368
2012-04-18,20,260
2012-04-18,21,189
2012-04-18,22,162
2012-04-18,23,70
2012-04-19,0,25
2012-04-19,1,13
2012-04-19,2,6
2012-04-19,3,4
2012-04-19,4,4
2012-04-19,5,30
2012-04-19,6,120
2012-04-19,7,406
2012-04-19,8,677
2012-04-19,9,301
2012-04-19,10,189
2012-04-19,11,229
2012-04-19,12,264
2012-04-19,13,238
2012-04-19,14,237
2012-04-19,15,262
2012-04-19,16,387
2012-04-19,17,748
2012-04-19,18,776
2012-04-19,19,586
2012-04-19,20,404
2012-04-19,21,267
2012-04-19,22,248
2012-04-19,23,144
2012-04-20,0,64
2012-04-20,1,25
2012-04-20,2,21
2012-04-20,3,10
2012-04-20,4,3
2012-04-20,5,25
2012-04-20,6,113
2012-04-20,7,359
2012-04-20,8,700
2012-04-20,9,359
2012-04-20,10,237
2012-04-20,11,254
2012-04-20,12,362
2012-04-20,13,381
2012-04-20,14,394
2012-04-20,15,407
2012-04-20,16,580
2012-04-20,17,819
2012-04-20,18,668
2012-04-20,19,492
2012-04-20,20,341
2012-04-20,21,287
2012-04-20,22,202
2012-04-20,23,187
2012-04-21,0,142
2012-04-21,1,88
2012-04-21,2,81
2012-04-21,3,29
2012-04-21,4,9
2012-04-21,5,1
2012-04-21,6,31
2012-04-21,7,76
2012-04-21,8,201
2012-04-21,9,331
2012-04-21,10,482
2012-04-21,11,608
2012-04-21,12,640
2012-04-21,13,649
2012-04-21,14,609
2012-04-21,15,628
2012-04-21,16,639
2012-04-21,17,568
2012-04-21,18,416
2012-04-21,19,54
2012-04-21,20,39
2012-04-21,21,102
2012-04-21,22,110
2012-04-21,23,91
2012-04-22,0,117
2012-04-22,1,73
2012-04-22,2,56
2012-04-22,3,40
2012-04-22,4,7
2012-04-22,5,6
2012-04-22,6,12
2012-04-22,7,24
2012-04-22,8,51
2012-04-22,9,79
2012-04-22,10,68
2012-04-22,11,77
2012-04-22,12,61
2012-04-22,13,52
2012-04-22,14,53
2012-04-22,15,38
2012-04-22,16,36
2012-04-22,17,27
2012-04-22,18,39
2012-04-22,19,35
2012-04-22,20,35
2012-04-22,21,11
2012-04-22,22,13
2012-04-22,23,17
2012-04-23,0,6
2012-04-23,1,2
2012-04-23,2,4
2012-04-23,3,1
2012-04-23,4,3
2012-04-23,5,14
2012-04-23,6,45
2012-04-23,7,207
2012-04-23,8,482
2012-04-23,9,272
2012-04-23,10,100
2012-04-23,11,101
2012-04-23,12,129
2012-04-23,13,107
2012-04-23,14,114
2012-04-23,15,112
2012-04-23,16,103
2012-04-23,17,232
2012-04-23,18,379
2012-04-23,19,298
2012-04-23,20,203
2012-04-23,21,152
2012-04-23,22,89
2012-04-23,23,59
2012-04-24,0,13
2012-04-24,1,7
2012-04-24,2,3
2012-04-24,3,2
2012-04-24,4,3
2012-04-24,5,22
2012-04-24,6,120
2012-04-24,7,390
2012-04-24,8,611
2012-04-24,9,308
2012-04-24,10,162
2012-04-24,11,184
2012-04-24,12,224
2012-04-24,13,224
2012-04-24,14,216
2012-04-24,15,236
2012-04-24,16,362
2012-04-24,17,691
2012-04-24,18,632
2012-04-24,19,482
2012-04-24,20,285
2012-04-24,21,226
2012-04-24,22,157
2012-04-24,23,73
2012-04-25,0,36
2012-04-25,1,25
2012-04-25,2,7
2012-04-25,3,3
2012-04-25,4,6
2012-04-25,5,24
2012-04-25,6,106
2012-04-25,7,389
2012-04-25,8,654
2012-04-25,9,321
2012-04-25,10,182
2012-04-25,11,219
2012-04-25,12,269
2012-04-25,13,228
2012-04-25,14,223
2012-04-25,15,229
2012-04-25,16,376
2012-04-25,17,732
2012-04-25,18,709
2012-04-25,19,543
2012-04-25,20,380
2012-04-25,21,239
2012-04-25,22,192
2012-04-25,23,104
2012-04-26,0,43
2012-04-26,1,23
2012-04-26,2,13
2012-04-26,3,6
2012-04-26,4,3
2012-04-26,5,17
2012-04-26,6,127
2012-04-26,7,225
2012-04-26,8,362
2012-04-26,9,201
2012-04-26,10,139
2012-04-26,11,151
2012-04-26,12,204
2012-04-26,13,197
2012-04-26,14,169
2012-04-26,15,204
2012-04-26,16,318
2012-04-26,17,614
2012-04-26,18,664
2012-04-26,19,464
2012-04-26,20,337
2012-04-26,21,250
2012-04-26,22,183
2012-04-26,23,112
2012-04-27,0,73
2012-04-27,1,35
2012-04-27,2,22
2012-04-27,3,3
2012-04-27,4,6
2012-04-27,5,19
2012-04-27,6,120
2012-04-27,7,315
2012-04-27,8,592
2012-04-27,9,334
2012-04-27,10,236
2012-04-27,11,233
2012-04-27,12,307
2012-04-27,13,306
2012-04-27,14,300
2012-04-27,15,324
2012-04-27,16,440
2012-04-27,17,702
2012-04-27,18,654
2012-04-27,19,441
2012-04-27,20,289
2012-04-27,21,208
2012-04-27,22,158
2012-04-27,23,116
2012-04-28,0,103
2012-04-28,1,67
2012-04-28,2,57
2012-04-28,3,26
2012-04-28,4,2
2012-04-28,5,5
2012-04-28,6,28
2012-04-28,7,55
2012-04-28,8,158
2012-04-28,9,214
2012-04-28,10,291
2012-04-28,11,358
2012-04-28,12,381
2012-04-28,13,389
2012-04-28,14,440
2012-04-28,15,408
2012-04-28,16,376
2012-04-28,17,322
2012-04-28,18,90
2012-04-28,19,139
2012-04-28,20,102
2012-04-28,21,84
2012-04-28,22,83
2012-04-28,23,42
2012-04-29,0,36
2012-04-29,1,42
2012-04-29,2,40
2012-04-29,3,16
2012-04-29,4,4
2012-04-29,5,6
2012-04-29,6,7
2012-04-29,7,27
2012-04-29,8,107
2012-04-29,9,185
2012-04-29,10,380
2012-04-29,11,411
2012-04-29,12,584
2012-04-29,13,595
2012-04-29,14,653
2012-04-29,15,603
2012-04-29,16,587
2012-04-29,17,522
2012-04-29,18,487
2012-04-29,19,375
2012-04-29,20,243
2012-04-29,21,204
2012-04-29,22,108
2012-04-29,23,82
2012-04-30,0,48
2012-04-30,1,24
2012-04-30,2,8
2012-04-30,3,4
2012-04-30,4,2
2012-04-30,5,20
2012-04-30,6,123
2012-04-30,7,349
2012-04-30,8,596
2012-04-30,9,268
2012-04-30,10,157
2012-04-30,11,163
2012-04-30,12,225
2012-04-30,13,247
2012-04-30,14,218
2012-04-30,15,231
2012-04-30,16,347
2012-04-30,17,683
2012-04-30,18,664
2012-04-30,19,471
2012-04-30,20,309
2012-04-30,21,221
2012-04-30,22,134
2012-04-30,23,60
2012-05-01,0,35
2012-05-01,1,21
2012-05-01,2,8
2012-05-01,3,3
2012-05-01,4,8
2012-05-01,5,17
2012-05-01,6,26
2012-05-01,7,169
2012-05-01,8,557
2012-05-01,9,349
2012-05-01,10,174
2012-05-01,11,229
2012-05-01,12,269
2012-05-01,13,249
2012-05-01,14,204
2012-05-01,15,234
2012-05-01,16,354
2012-05-01,17,681
2012-05-01,18,743
2012-05-01,19,487
2012-05-01,20,335
2012-05-01,21,282
2012-05-01,22,211
2012-05-01,23,95
2012-05-02,0,47
2012-05-02,1,15
2012-05-02,2,16
2012-05-02,3,6
2012-05-02,4,4
2012-05-02,5,33
2012-05-02,6,120
2012-05-02,7,358
2012-05-02,8,666
2012-05-02,9,315
2012-05-02,10,175
2012-05-02,11,184
2012-05-02,12,245
2012-05-02,13,228
2012-05-02,14,240
2012-05-02,15,256
2012-05-02,16,367
2012-05-02,17,729
2012-05-02,18,813
2012-05-02,19,504
2012-05-02,20,338
2012-05-02,21,239
2012-05-02,22,173
2012-05-02,23,98
2012-05-03,0,90
2012-05-03,1,24
2012-05-03,2,17
2012-05-03,3,6
2012-05-03,4,2
2012-05-03,5,21
2012-05-03,6,136
2012-05-03,7,384
2012-05-03,8,627
2012-05-03,9,304
2012-05-03,10,168
2012-05-03,11,201
2012-05-03,12,301
2012-05-03,13,265
2012-05-03,14,204
2012-05-03,15,283
2012-05-03,16,370
2012-05-03,17,704
2012-05-03,18,706
2012-05-03,19,522
2012-05-03,20,420
2012-05-03,21,299
2012-05-03,22,246
2012-05-03,23,121
2012-05-04,0,89
2012-05-04,1,48
2012-05-04,2,11
2012-05-04,3,14
2012-05-04,4,4
2012-05-04,5,24
2012-05-04,6,135
2012-05-04,7,356
2012-05-04,8,618
2012-05-04,9,294
2012-05-04,10,199
2012-05-04,11,258
2012-05-04,12,171
2012-05-04,13,278
2012-05-04,14,242
2012-05-04,15,343
2012-05-04,16,440
2012-05-04,17,643
2012-05-04,18,641
2012-05-04,19,452
2012-05-04,20,313
2012-05-04,21,235
2012-05-04,22,232
2012-05-04,23,256
2012-05-05,0,153
2012-05-05,1,107
2012-05-05,2,75
2012-05-05,3,32
2012-05-05,4,9
2012-05-05,5,22
2012-05-05,6,42
2012-05-05,7,87
2012-05-05,8,197
2012-05-05,9,284
2012-05-05,10,432
2012-05-05,11,575
2012-05-05,12,550
2012-05-05,13,524
2012-05-05,14,428
2012-05-05,15,541
2012-05-05,16,540
2012-05-05,17,502
2012-05-05,18,434
2012-05-05,19,405
2012-05-05,20,309
2012-05-05,21,269
2012-05-05,22,217
2012-05-05,23,149
2012-05-06,0,134
2012-05-06,1,121
2012-05-06,2,93
2012-05-06,3,28
2012-05-06,4,16
2012-05-06,5,11
2012-05-06,6,17
2012-05-06,7,36
2012-05-06,8,114
2012-05-06,9,191
2012-05-06,10,333
2012-05-06,11,414
2012-05-06,12,558
2012-05-06,13,565
2012-05-06,14,518
2012-05-06,15,571
2012-05-06,16,544
2012-05-06,17,511
2012-05-06,18,463
2012-05-06,19,383
2012-05-06,20,276
2012-05-06,21,203
2012-05-06,22,157
2012-05-06,23,102
2012-05-07,0,34
2012-05-07,1,9
2012-05-07,2,6
2012-05-07,3,5
2012-05-07,4,2
2012-05-07,5,23
2012-05-07,6,142
2012-05-07,7,385
2012-05-07,8,639
2012-05-07,9,350
2012-05-07,10,190
2012-05-07,11,213
2012-05-07,12,263
2012-05-07,13,272
2012-05-07,14,239
2012-05-07,15,262
2012-05-07,16,388
2012-05-07,17,769
2012-05-07,18,680
2012-05-07,19,546
2012-05-07,20,323
2012-05-07,21,247
2012-05-07,22,173
2012-05-07,23,113
2012-05-08,0,38
2012-05-08,1,9
2012-05-08,2,16
2012-05-08,3,6
2012-05-08,4,5
2012-05-08,5,20
2012-05-08,6,165
2012-05-08,7,463
2012-05-08,8,641
2012-05-08,9,295
2012-05-08,10,157
2012-05-08,11,217
2012-05-08,12,263
2012-05-08,13,219
2012-05-08,14,71
2012-05-08,15,134
2012-05-08,16,389
2012-05-08,17,717
2012-05-08,18,710
2012-05-08,19,458
2012-05-08,20,302
2012-05-08,21,223
2012-05-08,22,147
2012-05-08,23,63
2012-05-09,0,35
2012-05-09,1,14
2012-05-09,2,1
2012-05-09,3,2
2012-05-09,4,5
2012-05-09,5,28
2012-05-09,6,126
2012-05-09,7,418
2012-05-09,8,622
2012-05-09,9,325
2012-05-09,10,153
2012-05-09,11,201
2012-05-09,12,280
2012-05-09,13,266
2012-05-09,14,243
2012-05-09,15,259
2012-05-09,16,357
2012-05-09,17,705
